"linenum";"startnum";"endnum";"Name";"Name_1";"Shape_Leng";"type";"coordinates"
714;16;596;"中环西路";"中环西路";"8.99500711227";"LineString";"48773.86710000038,19555.80249999836,48778.68439999968,19548.2061999999"
715;16;17;"直走";"中环西路";"17.2170935215";"LineString";"48773.86710000038,19555.80249999836,48790.88949999958,19553.220600001514"
716;92;67;"中环西路";"中环西路";"290.722056877";"LineString";"49780.387099999934,19582.276200000197,49778.007199998945,19576.199999999255,49771.069499999285,19571.154399998486,49753.09450000152,19561.69379999861,49730.305500000715,19550.370799999684,49700.69330000132,19535.326400000602,49683.830699998885,19529.738699998707,49666.86829999834,19524.550200000405,49647.9103000015,19519.860599998385,49635.23840000108,19517.166600000113,49629.85029999912,19517.765299998224,49624.16299999878,19517.765299998224,49620.17179999873,19517.96480000019,49614.28480000049,19516.567899998277,49595.903400000185,19514.047600001097,49577.21880000085,19512.15549999848,49571.778999999166,19511.44590000063,49562.31850000098,19510.499899998307,49555.22309999913,19507.425200000405,49528.97019999847,19507.188700001687,49516.90799999982,19507.425200000405,49510.28570000082,19507.898200001568,49507.83190000057,19508.2826000005"
167;92;88;"直走";"南三路";"48.3696148113";"LineString";"49780.387099999934,19582.276200000197,49804.729899998754,19540.478500001132"
190;18;21;"拐弯";"南五路";"37.2460611126";"LineString";"48817.16849999875,19550.93499999866,48831.34730000049,19585.376699998975"
717;39;21;"中环西路";"中环西路";"331.829912387";"LineString";"49157.22780000046,19547.202199999243,49153.935600001365,19545.979299999774,49147.31219999865,19545.92590000108,49138.07079999894,19546.353500001132,49126.321800000966,19547.625700000674,49107.76850000024,19549.249899998307,49092.1585999988,19551.20109999925,49084.97450000048,19551.91059999913,49081.24949999899,19552.841899998486,49076.32699999958,19554.70439999923,49071.67069999874,19556.833099998534,49069.142999999225,19558.030400000513,49059.697200000286,19558.69559999928,49040.938799999654,19560.292100001127,49033.35559999943,19561.22329999879,49027.501899998635,19558.69559999928,49014.19810000062,19560.292100001127,49000.49509999901,19561.62240000069,48986.79210000113,19562.68670000136,48965.106800001115,19564.948399998248,48949.408300001174,19566.810899998993,48934.375,19568.40740000084,48910.0289000012,19571.20120000094,48892.86690000072,19573.196800000966,48878.897900000215,19574.527199998498,48867.32349999994,19575.458399999887,48853.487500000745,19576.921900000423,48841.91319999844,19578.917399998754,48838.85330000147,19579.449599999934,48836.591699998826,19580.1147999987,48834.46299999952,19581.44519999996,48832.86659999937,19583.307700000703,48831.34730000049,19585.376699998975"
191;20;18;"拐弯";"南五路";"38.3006177581";"LineString";"48804.10770000145,19586.93989999965,48817.16849999875,19550.93499999866"
718;21;20;"直走";"中环西路";"27.2844168409";"LineString";"48831.34730000049,19585.376699998975,48804.10770000145,19586.93989999965"
719;99;92;"直走";"中环西路";"32.3284231506";"LineString";"49809.42980000004,19596.476500000805,49780.387099999934,19582.276200000197"
168;96;99;"直走";"南三路";"46.440543438";"LineString";"49829.933299999684,19554.80719999969,49809.42980000004,19596.476500000805"
881;214;245;"中五横路";"中五横路";"117.053718335";"LineString";"51479.875,19518.86659999937,51480.17430000007,19521.12819999829,51480.97250000015,19523.922100000083,51483.50030000135,19526.183699999005,51487.3583999984,19530.574000000954,51499.19880000129,19541.350099999458,51510.3740000017,19552.39229999855,51522.87970000133,19565.164000000805,51530.462900001556,19572.614100001752,51539.9085999988,19581.926800001413,51549.22129999846,19591.239500001073,51552.547200001776,19594.033300001174,51554.67590000108,19596.427999999374,51556.006200000644,19597.89149999991,51558.00180000067,19598.955800000578,51559.3321999982,19599.354899998754,51562.1259999983,19599.354899998754"
813;245;247;"中六路";"中六路";"132.20650552";"LineString";"51562.1259999983,19599.354899998754,51564.96810000017,19599.132599998266,51566.830699998885,19598.8665000014,51569.49139999971,19598.068300001323,51572.81740000099,19595.673599999398,51577.20769999921,19591.94849999994,51588.9151000008,19580.773299999535,51605.145799998194,19565.074700001627,51625.50070000067,19545.518100000918,51638.80449999869,19531.149900000542,51648.91539999843,19520.240800000727,51653.172699999064,19515.0522999987,51654.38049999997,19510.99509999901,51654.31799999997,19508.54870000109"
882;248;213;"中五横路";"中五横路";"120.090675328";"LineString";"51551.517400000244,19613.26729999855,51551.71700000018,19610.673000000417,51551.21810000017,19608.877000000328,51549.52180000022,19605.48449999839,51538.446400001645,19595.40680000186,51525.37539999932,19582.435600001365,51515.99610000104,19573.156199999154,51505.1202000007,19562.28029999882,51495.84079999849,19553.00079999864,51483.168900001794,19541.32669999823,51477.48149999976,19535.140399999917,51474.78750000149,19533.045000001788,51473.19099999964,19531.348799999803,51470.39719999954,19530.35099999979,51468.00250000134,19530.550599999726"
814;248;245;"直走";"中六路";"17.495635675";"LineString";"51551.517400000244,19613.26729999855,51562.1259999983,19599.354899998754"
720;15;16;"中环西路";"中环西路";"244.109657749";"LineString";"48544.79699999839,19625.281899999827,48552.77930000052,19619.25079999864,48564.79710000008,19610.071100000292,48573.17850000039,19603.884899999946,48588.544500000775,19594.804999999702,48604.80840000138,19587.321600001305,48622.868400000036,19580.73620000109,48636.43829999864,19576.246100001037,48652.602499999106,19571.556499999017,48666.87090000138,19568.36360000074,48682.13699999824,19566.86690000072,48688.12379999831,19565.76929999888,48698.80009999871,19564.572000000626,48708.37889999896,19564.27259999886,48723.4897999987,19561.656199999154,48744.42119999975,19559.527600001544,48766.416900001466,19557.39900000021,48773.86710000038,19555.80249999836"
721;543;15;"中环西路";"中环西路";"7.13781071472";"LineString";"48537.659499999136,19625.34849999845,48544.79699999839,19625.281899999827"
722;96;109;"中环西路";"中环西路";"144.754310303";"LineString";"49829.933299999684,19554.80719999969,49830.64290000126,19559.064399998635,49833.24450000003,19563.794700000435,49836.792199999094,19567.3423999995,49842.70499999821,19571.599599998444,49869.194499999285,19587.20949999988,49884.79690000042,19598.41059999913,49901.06089999899,19608.987100001425,49922.413600001484,19623.15569999814,49927.602099999785,19626.348700001836,49931.392400000244,19628.188900001347,49935.03400000185,19629.795499999076,49940.51960000023,19629.808899998665,49948.436599999666,19628.767200000584"
723;109;111;"直走";"中环西路";"13.5937860372";"LineString";"49948.436599999666,19628.767200000584,49961.00829999894,19633.9386"
724;14;593;"中环西路";"中环西路";"10.1095948344";"LineString";"48526.245600000024,19641.117400001734,48526.51889999956,19631.011500000954"
725;14;15;"直走";"中环西路";"24.3909307368";"LineString";"48526.245600000024,19641.117400001734,48544.79699999839,19625.281899999827"
347;3;4;"外环路";"外环路";"387.45306673";"LineString";"47922.206099998206,19269.369600001723,47918.303599998355,19270.079100001603,47913.27129999921,19273.172299999744,47909.25059999898,19278.139100000262,47906.88549999893,19283.10590000078,47906.183299999684,19295.097800001502,47905.68439999968,19306.971500001848,47904.8861999996,19317.64779999852,47904.28750000149,19327.226599998772,47902.79080000147,19336.805399999022,47900.89499999955,19347.082600001246,47899.398299999535,19352.947399999946,47898.156599998474,19379.555100001395,47896.73759999871,19397.82569999993,47897.62449999899,19406.162799999118,47898.86620000005,19412.193900000304,47898.86620000005,19419.998799998313,47898.86620000005,19434.189599998295,47898.33399999887,19441.99450000003,47897.09230000153,19452.460200000554,47896.56019999832,19460.797299999744,47896.38280000165,19465.76399999857,47892.302999999374,19474.98800000176,47891.06129999831,19477.82620000094,47889.99700000137,19495.2098999992,47888.57789999992,19518.979400001466,47887.86829999834,19530.15469999984,47887.15879999846,19546.296700000763,47885.56230000034,19575.387800000608,47884.99689999968,19581.108399998397,47884.29850000143,19592.782499998808,47883.101100001484,19608.84690000117,47882.30290000141,19621.91800000146,47881.604400001466,19631.995600000024,47881.4048999995,19638.680799998343,47881.51110000163,19646.443900000304"
348;4;589;"外环路";"外环路";"7.72314248246";"LineString";"47881.51110000163,19646.443900000304,47887.39079999924,19651.45149999857"
349;200;331;"外环路";"外环路";"604.469577541";"LineString";"51753.400800000876,19205.352099999785,51765.99540000036,19213.873799998313,51769.820099998266,19217.10000000149,51779.26590000093,19223.35280000046,51798.29039999843,19237.188799999654,51824.4990000017,19259.539299998432,51838.068900000304,19271.11360000074,51861.61670000106,19291.335499998182,51883.30200000107,19311.557300001383,51895.94060000032,19327.122800000012,51916.561599999666,19349.340300001204,51929.732400000095,19363.841499999166,51943.96750000119,19380.737399999052,51953.14719999954,19392.31170000136,51965.386700000614,19406.413800001144,51975.89680000022,19419.451600000262,51989.06760000065,19436.879599999636,51997.31599999964,19448.587000001222,52008.49120000005,19464.551600001752,52014.61100000143,19473.066100001335,52026.0522999987,19491.82449999824,52034.56679999828,19506.05959999934,52040.95259999856,19516.03750000149,52049.467099998146,19530.40569999814,52053.95710000023,19538.354699999094,52060.74210000038,19548.13309999928,52068.22549999878,19561.90249999985,52075.908500000834,19574.973600000143,52082.39409999922,19586.348400000483,52093.07039999962,19601.315200001,52098.957400001585,19610.19550000131,52109.33439999819,19625.960599999875,52115.62049999833,19636.936299998313,52124.2014000006,19651.60379999876,52127.593899998814,19657.490699999034,52135.44830000028,19666.089299999177"
896;213;219;"中五路";"中五路";"190.10109918";"LineString";"51468.00250000134,19530.550599999726,51465.32330000028,19530.757500000298,51462.82880000025,19531.35619999841,51460.13479999825,19532.653299998492,51457.44069999829,19535.048000000417,51451.45399999991,19541.33410000056,51436.48719999939,19557.8973999992,51424.11459999904,19569.970600001514,51410.84400000051,19584.039400000125,51400.167599998415,19595.015099998564,51388.892599999905,19607.88659999892,51379.31390000135,19618.163800001144,51369.13639999926,19629.139499999583,51359.45789999887,19639.716099999845,51352.37359999865,19647.598600000143,51347.8834999986,19652.886900000274,51345.18950000033,19656.379099998623,51342.59519999847,19660.270500000566,51340.79919999838,19663.36360000074,51340.30029999837,19665.658599998802,51340.20050000027,19667.953499998897"
350;321;255;"外环路";"外环路";"429.673169158";"LineString";"52101.25569999963,19677.936299998313,52100.01399999857,19672.792199999094,52095.40199999884,19664.987199999392,52080.32429999858,19638.37950000167,52062.05370000005,19609.997999999672,52052.48290000111,19592.381799999624,52047.91310000047,19584.813000001013,52043.48600000143,19575.67330000177,52034.02690000087,19557.669500000775,52021.609999999404,19536.738099999726,52008.30620000139,19517.22580000013,51992.69629999995,19492.746700000018,51977.618599999696,19472.34750000015,51954.20380000025,19439.531300000846,51938.23919999972,19419.132100000978,51923.16149999946,19400.506700001657,51917.13039999828,19394.03220000118,51903.028400000185,19377.40230000019,51888.39409999922,19360.506400000304,51873.759899999946,19344.009700000286,51863.24980000034,19333.36659999937,51856.46489999816,19327.37990000099"
1;321;331;"直走";"X295";"36.1868111856";"LineString";"52101.25569999963,19677.936299998313,52135.44830000028,19666.089299999177"
2;331;334;"直走";"X295";"16.1447124738";"LineString";"52135.44830000028,19666.089299999177,52141.0923999995,19681.215300001204"
3;331;334;"X295";"X295";"1049.57329296";"LineString";"52135.44830000028,19666.089299999177,52140.95399999991,19665.10619999841,52149.2126000002,19661.17350000143,52155.5047999993,19656.45439999923,52167.10610000044,19647.409299999475,52172.341499999166,19641.313700001687,52176.02829999849,19634.087400000542,52180.305100001395,19624.649099998176,52181.77980000153,19614.473400000483,52183.25459999964,19604.887499999255,52182.36969999969,19593.67949999869,52179.27279999852,19586.158300001174,52175.29100000113,19577.014899998903,52168.949599999934,19564.627099998295,52160.83850000054,19551.059399999678,52147.41829999909,19530.560499999672,52133.70320000127,19510.946400001645,52117.77600000054,19485.580899998546,52104.94570000097,19467.294100001454,52088.72360000014,19442.66589999944,52074.27109999955,19421.576999999583,52059.966099999845,19400.930599998683,52046.03519999981,19384.88870000094,52051.278799999505,19377.547800000757,52064.21279999986,19363.215500000864,52098.120999999344,19329.307300001383,52125.256200000644,19302.91490000114,52155.66869999841,19274.07550000027,52169.30189999938,19260.704500000924,52174.085200000554,19267.203499998897,52083.54699999839,19355.99390000105,52061.174600001425,19378.36630000174,52057.67889999971,19385.35770000145,52076.20600000024,19413.323199998587,52140.87620000169,19508.405799999833,52179.32880000025,19565.035900000483,52190.86450000107,19588.80660000071,52191.21409999952,19608.732000000775,52181.07660000026,19642.989700000733,52169.54080000147,19656.622900001705,52156.606800001115,19665.71169999987,52148.536699999124,19671.108199998736,52143.67280000076,19676.54830000177,52141.0923999995,19681.215300001204"
351;4;5;"直走";"外环路";"36.3025943875";"LineString";"47881.51110000163,19646.443900000304,47880.57409999892,19682.734400000423"
352;538;5;"外环路";"外环路";"8.54840292115";"LineString";"47888.386900000274,19679.265200000256,47880.57409999892,19682.734400000423"
897;219;220;"直走";"中五路";"21.2962595323";"LineString";"51340.20050000027,19667.953499998897,51325.73310000077,19683.5811999999"
353;340;321;"直走";"外环路";"52.2660128281";"LineString";"52128.19849999994,19722.72269999981,52101.25569999963,19677.936299998313"
556;334;340;"直走";"中八路";"43.4639725732";"LineString";"52141.0923999995,19681.215300001204,52128.19849999994,19722.72269999981"
726;111;128;"中环西路";"中环西路";"270.587944968";"LineString";"49961.00829999894,19633.9386,49963.46750000119,19644.543900001794,49967.32510000095,19649.364300001413,49971.050200000405,19652.37990000099,49993.93279999867,19664.619399998337,50015.7511,19674.552900001407,50025.68470000103,19679.342300001532,50033.48959999904,19679.697099998593,50048.74469999969,19684.309099998325,50062.04850000143,19689.80799999833,50077.835799999535,19696.371300000697,50084.93120000139,19702.93450000137,50100.718400001526,19708.07860000059,50118.27950000018,19713.40019999817,50137.08229999989,19719.07649999857,50151.09569999948,19722.62420000136,50162.62570000067,19724.930199999362,50170.78539999947,19727.413600001484,50181.0736999996,19729.542199999094,50203.84310000017,19733.004200000316"
169;559;100;"南三路";"南三路";"7.49112011946";"LineString";"49666.29820000008,19734.43160000071,49673.740699999034,19735.283700000495"
170;100;92;"南三路";"南三路";"188.641874811";"LineString";"49673.740699999034,19735.283700000495,49676.262299999595,19731.988899998367,49698.25800000131,19698.81799999997,49717.59290000051,19675.048399999738,49734.444499999285,19656.60040000081,49744.02320000157,19646.134700000286,49753.60200000182,19634.95949999988,49763.35819999874,19621.833000000566,49770.0987999998,19611.72210000083,49773.469099998474,19606.04580000043,49777.19420000166,19597.886100001633,49779.50019999966,19591.145500000566,49780.387099999934,19586.710799999535,49780.387099999934,19582.276200000197"
727;128;139;"中环西路";"中环西路";"264.257561815";"LineString";"50203.84310000017,19733.004200000316,50211.406399998814,19734.154199998826,50228.435400001705,19736.637600000948,50251.14059999958,19739.29830000177,50270.29820000008,19740.539999999106,50289.81049999967,19741.427000001073,50320.32059999928,19742.313900001347,50338.768599998206,19742.136500000954,50362.53819999844,19741.604299999774,50379.03500000015,19740.185300000012,50397.12819999829,19738.411400001496,50430.476500000805,19736.105399999768,50446.7958999984,19734.154199998826,50467.16250000149,19732.214499998838"
192;21;32;"南五路";"南五路";"167.728924608";"LineString";"48831.34730000049,19585.376699998975,48828.95259999856,19588.03750000149,48827.75530000031,19589.767000000924,48826.55790000036,19592.9598999992,48826.42489999905,19595.487700000405,48826.690900001675,19599.611900001764,48827.22309999913,19604.268199998885,48828.55350000039,19614.11300000176,48830.01689999923,19626.751699998975,48830.94819999859,19635.266199998558,48831.78799999878,19643.531199999154,48833.73369999975,19653.783500000834,48834.70650000125,19660.817899998277,48835.97870000079,19669.049600001425,48837.84950000048,19677.805199999362,48839.12170000002,19684.390599999577,48841.44159999862,19693.969399999827,48843.23759999871,19699.058100000024,48844.58460000157,19705.269400000572,48847.27870000154,19713.127000000328,48850.197200000286,19721.73290000111,48853.34019999951,19730.039500001818,48856.183899998665,19737.373199999332,48860.599100001156,19746.877199999988"
728;139;172;"中环西路";"中环西路";"553.40224888";"LineString";"50467.16250000149,19732.214499998838,50476.59650000185,19731.315999999642,50496.463599998504,19729.3647999987,50525.73209999874,19726.526599999517,50546.308699999005,19724.397999998182,50574.512899998575,19720.850299999118,50595.79899999872,19718.899099998176,50625.24489999935,19715.883600000292,50654.335999999195,19713.577599998564,50683.78180000186,19711.803700000048,50699.746399998665,19710.916799999774,50722.45169999823,19710.916799999774,50773.3610999994,19710.384599998593,50809.5476000011,19710.73939999938,50832.075399998575,19712.158500000834,50852.297299999744,19714.464499998838,50866.84279999882,19717.480000000447,50870.74529999867,19716.770500000566,50877.840700000525,19716.238299999386,50886.00039999932,19717.302600000054,50899.30420000106,19719.253899998963,50907.28649999946,19720.495600000024,50914.73669999838,19725.639699999243,50933.539400000125,19729.3647999987,50952.51960000023,19733.799400001764,50971.14499999955,19738.766199998558,50995.44669999927,19744.974700000137,51006.267200000584,19747.28069999814,51014.501699998975,19747.635899998248"
729;172;622;"中环西路";"中环西路";"12.3977120562";"LineString";"51014.501699998975,19747.635899998248,51025.75219999999,19742.4272999987"
171;101;612;"南三路";"南三路";"7.93917903298";"LineString";"49667.08680000156,19747.925200000405,49665.76069999859,19745.096200000495,49662.830899998546,19741.275400001556"
172;101;100;"直走";"南三路";"14.2857239027";"LineString";"49667.08680000156,19747.925200000405,49673.740699999034,19735.283700000495"
815;253;248;"中六路";"中六路";"185.351439167";"LineString";"51430.19249999896,19750.186099998653,51433.675599999726,19750.13129999861,51436.158900000155,19749.06700000167,51438.99709999934,19747.647900000215,51452.833099998534,19731.683299999684,51484.23020000011,19697.093299999833,51500.549600001425,19678.645300000906,51518.11070000008,19657.89130000025,51533.54309999943,19640.330200001597,51541.525400001556,19630.751400001347,51547.20179999992,19624.01080000028,51549.68510000035,19619.753600001335,51550.74940000102,19616.560600001365,51551.517400000244,19613.26729999855"
853;219;253;"中四横路";"中四横路";"123.531311231";"LineString";"51340.20050000027,19667.953499998897,51341.18969999999,19671.515999998897,51343.673099998385,19675.0636,51347.39820000157,19678.256599999964,51361.58889999986,19691.028299998492,51376.31190000102,19705.3964000009,51403.27430000156,19729.69810000062,51412.3209999986,19738.03519999981,51417.997299999,19743.534099999815,51421.89970000088,19746.904399998486,51424.737900000066,19748.58960000053,51426.06830000132,19749.653900001198,51428.596000000834,19750.452100001276,51430.19249999896,19750.186099998653"
193;32;599;"南五路";"南五路";"13.1503841232";"LineString";"48860.599100001156,19746.877199999988,48871.060400001705,19754.84549999982"
194;31;20;"南五路";"南五路";"177.208847542";"LineString";"48848.85020000115,19756.18989999965,48847.51979999989,19753.26300000027,48843.24590000138,19743.966899998486,48839.204900000244,19734.38819999993,48835.83729999885,19726.680300001055,48833.74199999869,19720.693500000983,48832.84400000051,19716.128600001335,48831.272500000894,19710.366399999708,48829.775800000876,19704.978300001472,48827.9048999995,19700.56309999898,48826.10889999941,19693.079700000584,48823.86389999837,19685.22210000083,48823.04069999978,19679.085700001568,48821.61890000105,19670.85399999842,48820.34670000151,19664.268599998206,48819.523499999195,19658.057300001383,48817.17870000005,19646.308400001377,48815.9813000001,19636.92920000106,48815.282900001854,19629.1464000009,48814.384899999946,19622.461199998856,48813.6864,19618.37029999867,48812.58889999986,19612.782699998468,48812.48910000175,19604.20169999823,48811.49130000174,19600.110700000077,48810.69310000166,19596.61850000173,48808.69750000164,19591.829100001603,48806.701900001615,19588.835700001568,48804.10770000145,19586.93989999965"
730;172;177;"直走";"中环西路";"38.4463707268";"LineString";"51014.501699998975,19747.635899998248,51051.02650000155,19759.63850000128"
731;566;177;"中环西路";"中环西路";"11.6351349495";"LineString";"51043.479899998754,19750.782699998468,51051.02650000155,19759.63850000128"
854;253;259;"直走";"中四横路";"19.3192542987";"LineString";"51430.19249999896,19750.186099998653,51444.42000000179,19763.255600001663"
816;255;259;"中六路";"中六路";"605.829431555";"LineString";"51856.46489999816,19327.37990000099,51853.71049999818,19326.546100001782,51851.84800000116,19326.412999998778,51849.71939999983,19326.412999998778,51846.393399998546,19327.610399998724,51838.94330000132,19331.867600001395,51832.55739999935,19338.91860000044,51822.7126000002,19349.694800000638,51811.00519999862,19361.8013000004,51794.64139999822,19379.89449999854,51780.67240000144,19396.25820000097,51766.17119999975,19411.95679999888,51752.46819999814,19427.38919999823,51738.765299998224,19443.087799999863,51728.324200000614,19454.34019999951,51713.42390000075,19469.240499999374,51699.321800000966,19483.209600001574,51689.8761,19491.723999999464,51679.36600000039,19504.628800000995,51664.997900001705,19518.597800001502,51655.81819999963,19526.18100000173,51642.78040000051,19539.351799998432,51622.69159999862,19560.105799999088,51608.32349999994,19574.607000000775,51597.41429999843,19584.052799999714,51587.303399998695,19594.69579999894,51580.25239999965,19602.811200000346,51575.862100001425,19609.463100001216,51568.677999999374,19616.64719999954,51559.631400000304,19625.560800001025,51555.10810000077,19630.35020000115,51541.13899999857,19644.984400000423,51525.57349999994,19663.210700001568,51504.95259999856,19686.359400000423,51478.74399999902,19716.16000000015,51461.71499999985,19735.450599998236,51449.34250000119,19749.818700000644,51446.54870000109,19753.80990000069,51444.95219999924,19756.337600000203,51444.28700000048,19758.998399998993,51444.42000000179,19761.393100000918,51444.42000000179,19763.255600001663"
855;254;220;"中四横路";"中四横路";"122.903290274";"LineString";"51415.61459999904,19764.784000001848,51414.78020000085,19760.566199999303,51411.055100001395,19756.308899998665,51401.121599998325,19747.794500000775,51386.22129999846,19734.313200000674,51371.67570000142,19720.654599998146,51357.30759999901,19707.88289999962,51342.76199999824,19694.046900000423,51334.24760000035,19686.95149999857,51331.40940000117,19684.82290000096,51328.74859999865,19683.758600000292,51325.73310000077,19683.5811999999"
817;254;253;"直走";"中六路";"20.630410876";"LineString";"51415.61459999904,19764.784000001848,51430.19249999896,19750.186099998653"
224;139;142;"拐弯";"南一路";"38.4451387371";"LineString";"50467.16250000149,19732.214499998838,50486.756400000304,19765.291799999774"
732;129;99;"中环西路";"中环西路";"415.177087171";"LineString";"50183.22520000115,19766.137600000948,50180.98319999874,19763.819800000638,50178.49980000034,19761.51379999891,50175.12950000167,19759.207800000906,50169.80799999833,19757.256599999964,50157.0362999998,19754.063700001687,50143.5549999997,19751.048200000077,50120.67240000144,19745.726599998772,50097.61239999905,19738.27650000155,50084.131200000644,19734.019200000912,50071.8916000016,19734.196600001305,50053.26619999856,19726.746500000358,50033.75389999896,19719.473700001836,50022.401299998164,19710.78180000186,50019.38580000028,19708.830600000918,50005.1950000003,19703.15430000052,49987.81129999831,19693.930300001055,49968.65370000154,19683.642000000924,49948.96400000155,19673.530999999493,49932.28990000114,19663.59750000015,49913.841899998486,19652.95439999923,49897.47810000181,19643.065200001,49888.43149999902,19638.142799999565,49881.91259999946,19635.748100001365,49871.934799999,19630.95870000124,49861.1585999988,19624.04069999978,49850.64860000089,19618.453099999577,49839.47340000048,19610.86989999935,49827.7659999989,19604.0848999992,49818.985399998724,19599.02950000018,49815.26040000096,19597.166900001466,49812.06740000099,19596.36870000139,49809.42980000004,19596.476500000805"
733;129;128;"拐弯";"中环西路";"39.0246075697";"LineString";"50183.22520000115,19766.137600000948,50203.84310000017,19733.004200000316"
195;546;31;"南五路";"南五路";"11.0595141314";"LineString";"48846.95149999857,19766.899099998176,48848.82660000026,19762.055199999362,48848.85020000115,19756.18989999965"
734;141;139;"直走";"中环西路";"36.4117047701";"LineString";"50462.41820000112,19768.315799999982,50467.16250000149,19732.214499998838"
735;142;141;"直走";"中环西路";"24.5253451597";"LineString";"50486.756400000304,19765.291799999774,50462.41820000112,19768.315799999982"
736;130;129;"直走";"中环西路";"32.2413958382";"LineString";"50215.15100000054,19770.637699998915,50183.22520000115,19766.137600000948"
148;128;130;"拐弯";"南二路";"39.2956603783";"LineString";"50203.84310000017,19733.004200000316,50215.15100000054,19770.637699998915"
737;141;130;"中环西路";"中环西路";"249.321531895";"LineString";"50462.41820000112,19768.315799999982,50457.39449999854,19765.672499999404,50454.31980000064,19764.726500000805,50448.64350000024,19764.01689999923,50426.4112999998,19765.909000001848,50397.55669999868,19768.74720000103,50385.25809999928,19769.75239999965,50370.00299999863,19770.46189999953,50353.68360000104,19770.816700000316,50332.3973999992,19772.058400001377,50313.23990000039,19772.058400001377,50294.791900001466,19772.058400001377,50275.10220000148,19771.171500001103,50254.70300000161,19769.75239999965,50239.09310000017,19768.155900001526,50231.28819999844,19767.80110000074,50225.43450000137,19767.446400001645,50222.418900001794,19767.446400001645,50219.75820000097,19768.333299998194,50216.92000000179,19769.39759999886,50215.15100000054,19770.637699998915"
196;34;597;"南五路";"南五路";"9.4277138667";"LineString";"48859.89479999989,19777.47250000015,48855.93629999831,19776.014100000262,48850.727699998766,19776.08669999987"
197;34;31;"直走";"南五路";"23.9777449297";"LineString";"48859.89479999989,19777.47250000015,48848.85020000115,19756.18989999965"
198;32;36;"直走";"南五路";"36.5117075976";"LineString";"48860.599100001156,19746.877199999988,48879.39409999922,19778.17980000004"
199;547;36;"南五路";"南五路";"9.30101100584";"LineString";"48881.89420000091,19769.221099998802,48879.39409999922,19778.17980000004"
856;260;254;"直走";"中四横路";"19.8321055586";"LineString";"51429.90879999846,19778.531300000846,51415.61459999904,19764.784000001848"
818;259;260;"直走";"中六路";"21.0694550476";"LineString";"51444.42000000179,19763.255600001663,51429.90879999846,19778.531300000846"
557;326;321;"中八路";"中八路";"169.603649216";"LineString";"51989.914400000125,19796.140999998897,51998.42889999971,19796.140999998897,52003.47450000048,19794.564300000668,52032.80209999904,19763.659899998456,52057.064399998635,19738.510699998587,52077.81839999929,19714.91860000044,52093.42830000073,19700.19559999928,52098.21759999916,19696.29320000112,52100.70100000128,19690.794199999422,52101.765299998224,19686.18219999969,52102.3200000003,19681.661400001496,52101.25569999963,19677.936299998313"
558;322;326;"直走";"中八路";"14.8337790002";"LineString";"51976.96169999987,19803.370700001717,51989.914400000125,19796.140999998897"
738;177;203;"中环西路";"中环西路";"119.689182509";"LineString";"51051.02650000155,19759.63850000128,51085.793900001794,19770.754599999636,51116.36320000142,19782.93499999866,51136.585000000894,19791.09470000118,51148.824599999934,19796.416200000793,51158.0485999994,19800.673399999738,51162.128400001675,19803.51159999892"
898;203;205;"中五路";"中五路";"376.308662888";"LineString";"51162.128400001675,19803.51159999892,51167.27259999886,19804.930700000376,51171.52980000153,19805.10810000077,51178.09299999848,19804.221099998802,51184.65630000085,19801.205600000918,51190.1735999994,19797.255199998617,51193.01179999858,19793.707499999553,51204.009700000286,19780.7584999986,51227.95659999922,19756.634100001305,51252.25829999894,19731.268100000918,51275.14090000093,19708.03069999814,51295.185400001705,19686.92199999839,51307.24749999866,19673.97289999947,51331.72659999877,19646.833000000566,51354.96400000155,19621.289599999785,51380.32999999821,19594.327199999243,51401.438799999654,19571.621899999678,51423.079700000584,19548.207100000232,51426.449999999255,19544.482099998742"
173;103;101;"南三路";"南三路";"65.7085933892";"LineString";"49641.47520000115,19808.3563000001,49643.95859999955,19804.276399999857,49646.08720000088,19799.30970000103,49653.89209999889,19779.44260000065,49662.406599998474,19759.043299999088,49665.42210000008,19752.657499998808,49667.08680000156,19747.925200000405"
354;8;1;"外环路";"外环路";"554.904580141";"LineString";"47838.110599998385,19812.991200000048,47838.930900000036,19804.62269999832,47839.463100001216,19787.948600001633,47840.70479999855,19768.835400000215,47842.03519999981,19752.737700000405,47842.70030000061,19737.837400000542,47844.69590000063,19713.225299999118,47845.715900000185,19693.66860000044,47847.48970000073,19670.608600001782,47850.340700000525,19637.44299999997,47851.76880000159,19623.447799999267,47852.913800001144,19605.197999998927,47854.68769999966,19597.215700000525,47855.92940000072,19579.477299999446,47856.68320000172,19571.450599998236,47857.88060000166,19559.610199999064,47858.54580000043,19540.851700000465,47860.408300001174,19519.29949999973,47860.94049999863,19500.5410999991,47862.0047999993,19484.044300001115,47863.069099999964,19472.73600000143,47863.86730000004,19459.565200001,47865.729899998754,19436.150400001556,47866.129000000656,19423.51179999858,47867.45939999819,19402.09259999916,47868.39059999958,19387.192299999297,47869.85410000011,19363.378400001675,47869.85410000011,19346.748599998653,47869.32189999893,19323.599899999797,47870.25319999829,19298.987700000405,47870.12009999901,19280.761500000954,47868.65670000017,19277.435499999672,47865.862900000066,19274.242600001395,47863.202100001276,19271.58179999888,47858.13080000132,19268.035900000483,47855.4701000005,19265.729899998754"
