"FID";"road_name";"distance";"prev_bus_stop_x";"prev_bus_stop_y";"bus_stop_x";"bus_stop_y";"prev_bus_stop_id";"prev_bus_stop";"bus_stop_id";"bus_stop";"coordinates"
286;"565路";"1060.903673";"50155.4816";"18989.4847";"49596.8167";"19514.7629";"A17";"外环西路站";"A08";"广美生活区站";"50155.481600001454,18989.484700001776,50133.39330000058,18980.158700000495,50044.49439999834,19019.39719999954,49964.41149999946,19047.59470000118,49854.06329999864,19083.07030000165,49838.873300001025,19087.03480000049,49842.30860000104,19111.085499998182,49845.99650000036,19177.732200000435,49848.08150000125,19257.44750000164,49852.07059999928,19351.930399999022,49854.32889999822,19377.663600001484,49850.64689999819,19430.790800001472,49841.90370000154,19480.104800000787,49827.70439999923,19527.292500000447,49814.72529999912,19559.3022999987,49811.18719999865,19567.302900001407,49809.22450000048,19571.092700000852,49805.70659999922,19572.768100000918,49798.693700000644,19569.370200000703,49757.789599999785,19548.567099999636,49699.34970000014,19520.11360000074,49609.67100000009,19498.303700000048,49596.816700000316,19514.762899998575"
287;"565路";"574.739471167264";"49060.6462";"19560.9055";"48518.3415";"19706.2617";"B05";"广大公寓站";"B04";"广大生活区站";"49060.64620000124,19560.90549999848,49049.75939999893,19547.768300000578,49001.46420000121,19549.71519999951,48932.661699999124,19558.44590000063,48836.058100000024,19567.083099998534,48752.127700001,19578.012899998575,48683.626899998635,19584.10909999907,48650.25019999966,19588.424800001085,48634.13949999958,19593.115200001746,48610.69970000163,19601.577399998903,48595.16200000048,19609.74940000102,48579.91550000012,19618.554900001734,48563.78649999946,19628.938200000674,48535.89389999956,19656.996500000358,48518.570099998266,19674.967500001192,48507.69399999827,19689.798599999398,48505.34290000051,19692.63659999892,48518.341499999166,19706.261700000614"
288;"565路";"538.189723069856";"49596.8167";"19514.7629";"49060.6462";"19560.9055";"A08";"广美生活区站";"B05";"广大公寓站";"49596.816700000316,19514.762899998575,49592.79659999907,19497.930100001395,49521.10080000013,19496.107299998403,49449.86520000175,19503.2489,49358.62269999832,19512.95870000124,49255.18490000069,19523.1548999995,49091.72250000015,19542.63850000128,49061.95459999889,19547.283100001514,49060.64620000124,19560.90549999848"
289;"565路";"428.355534294763";"48518.3415";"19706.2617";"48629.7326";"20072.4899";"B04";"广大生活区站";"B03";"广大站";"48518.341499999166,19706.261700000614,48497.100900001824,19707.476500000805,48488.27569999918,19721.680799998343,48480.60159999877,19741.898699998856,48470.865499999374,19766.538800001144,48466.71810000017,19782.02400000021,48463.105099998415,19813.642700001597,48462.720600001514,19842.110700000077,48465.5513000004,19872.17040000111,48471.606400001794,19900.34219999984,48480.586599998176,19929.1576000005,48486.68739999831,19943.095400001854,48493.08940000087,19954.505199998617,48516.680500000715,19989.905799999833,48534.75569999963,20011.476900000125,48559.275600001216,20031.170899998397,48600.13540000096,20066.1035999991,48611.79740000144,20080.06019999832,48629.732599999756,20072.489900000393"
290;"565路";"609.337504";"48629.7326";"20072.4899";"48996.8576";"20474.3129";"B03";"广大站";"B02";"中部枢纽站";"48629.732599999756,20072.489900000393,48629.886900000274,20097.202500000596,48691.1708999984,20151.183100000024,48774.640000000596,20222.952599998564,48819.593400001526,20259.164599999785,48875.07490000129,20297.310899998993,48928.824000000954,20328.490899998695,48983.77400000021,20350.185300000012,49016.52690000087,20357.887400001287,49019.93890000135,20358.531500000507,49020.175200000405,20360.905200000852,49009.833000000566,20391.71269999817,48994.05429999903,20444.644400000572,48988.61430000141,20467.823199998587,48996.857599999756,20474.31289999932"
291;"565路";"500.087233";"48996.8576";"20474.3129";"49012.0804";"20978.1511";"B02";"中部枢纽站";"A06";"西五路站";"48996.857599999756,20474.31289999932,48986.62240000069,20480.73290000111,48983.12970000133,20505.23669999838,48981.50180000067,20556.37180000171,48988.69590000063,20594.355399999768,48994.688999999315,20642.14189999923,49004.17379999906,20726.107500001788,49017.84230000153,20844.252099998295,49019.75800000131,20885.698600001633,49017.58940000087,20923.01900000125,49012.820099998266,20950.208200000226,49007.21009999886,20965.3739,49012.273299999535,20978.132599998266,49012.08040000126,20978.151099998504"
293;"35路";"1247.220335";"47783.3069";"19861.9722";"48473.3904";"19272.9053";"C04";"大学城(科学中心)总站";"A01";"广大正门站";"47783.30689999834,19861.972199998796,47839.02670000121,19839.62460000068,47843.21029999852,19751.914599999785,47860.159499999136,19577.36679999903,47880.474399998784,19326.919700000435,47890.109999999404,19242.6053000018,47947.84980000183,19246.172400001436,48224.04069999978,19269.875,48421.44319999963,19283.19009999931,48450.31300000101,19284.974300000817,48473.39039999992,19272.90529999882"
294;"35路";"1395.474667";"48473.3904";"19272.9053";"49064.7682";"19553.012";"A01";"广大正门站";"B05";"广大公寓站";"48473.39039999992,19272.90529999882,48506.49450000003,19287.69319999963,48678.966899998486,19287.42980000004,48931.88190000132,19268.87970000133,49249.64880000055,19226.087400000542,49304.67370000109,19224.16310000047,49315.080299999565,19264.26330000162,49319.37319999933,19385.73919999972,49315.88830000162,19498.754200000316,49315.79619999975,19527.431899998337,49264.281399998814,19529.7901000008,49112.058899998665,19542.774500001222,49064.768199998885,19553.01199999824"
295;"35路";"574.739471167264";"49064.7682";"19553.012";"48518.3415";"19706.2617";"B05";"广大公寓站";"B04";"广大生活区站";"49064.768199998885,19553.01199999824,49039.46440000087,19547.590799998492,48877.08799999952,19563.071299999952,48808.395500000566,19567.901799999177,48611.63049999997,19599.293099999428,48555.316300000995,19637.9048999995,48516.94629999995,19678.26319999993,48518.341499999166,19706.261700000614"
296;"35路";"428.355534294763";"48518.3415";"19706.2617";"48620.5811";"20072.1002";"B04";"广大生活区站";"B03";"广大站";"48518.341499999166,19706.261700000614,48491.57919999957,19717.453499998897,48471.55050000176,19764.833999998868,48464.60539999977,19800.922600001097,48464.17419999838,19859.57119999826,48481.183699999005,19924.500100001693,48492.78519999981,19957.014499999583,48512.79560000077,19983.65239999816,48543.70360000059,20018.76199999824,48593.52039999887,20059.4178000018,48620.581099998206,20072.10020000115"
297;"35路";"609.337504";"48620.5811";"20072.1002";"48996.8576";"20474.3129";"B03";"广大站";"B02";"中部枢纽站";"48620.581099998206,20072.10020000115,48638.259700000286,20101.32290000096,48720.35920000076,20174.142200000584,48798.96189999953,20242.73149999976,48897.86080000177,20309.281100001186,48960.210599999875,20335.219000000507,49010.9226000011,20355.31839999929,49004.8291000016,20414.76669999957,48996.857599999756,20474.31289999932"
298;"35路";"500.087233";"48996.8576";"20474.3129";"49012.0666";"20968.7714";"B02";"中部枢纽站";"A06";"西五路站";"48996.857599999756,20474.31289999932,48985.54569999874,20495.893399998546,48982.89409999922,20562.313400000334,48995.76550000161,20655.147300001234,49013.838100001216,20799.140599999577,49020.84930000082,20894.064599998295,49012.06659999862,20968.7714000009"
300;"86路";"507.32856";"52463.1482";"21600.9787";"52016.3978";"21403.7541";"C03";"大学城(广中医)总站";"A29";"东三路站";"52463.14820000157,21600.978700000793,52484.79140000045,21569.814500000328,52296.99289999902,21498.32620000094,52031.12180000171,21398.435800001025,52016.39779999852,21403.754099998623"
301;"86路";"296.953996";"49116.1804";"20221.0251";"48996.8576";"20474.3129";"A30";"西五路(中部枢纽)站";"B02";"中部枢纽站";"49116.18039999902,20221.025100000203,49100.76179999858,20226.575599998236,49073.66470000148,20263.87480000034,49042.76550000161,20312.1688000001,49015.4833999984,20369.079700000584,48998.01029999927,20423.313999999315,48986.9626000002,20466.07059999928,48996.857599999756,20474.31289999932"
302;"86路";"953.845432";"49668.5296";"20089.6594";"49116.1804";"20221.0251";"A34";"南三路南站";"A30";"西五路(中部枢纽)站";"49668.529599998146,20089.65940000117,49678.78280000016,20078.60020000115,49655.941500000656,20027.669199999422,49639.865100000054,19967.074599999934,49634.91560000181,19911.877000000328,49638.143399998546,19865.530799999833,49644.98429999873,19826.7397999987,49619.31960000098,19823.315799999982,49574.843600001186,19832.527199998498,49536.05710000172,19848.41230000183,49337.1838000007,20005.881900001317,49265.86919999868,20076.564300000668,49154.54030000046,20167.847800001502,49119.56269999966,20203.7798999995,49116.18039999902,20221.025100000203"
303;"86路";"471.436998459892";"50759.023";"20197.9548";"50453.2105";"20542.5588";"B15";"中心大街南站";"A13";"省中医大学城医院站";"50759.02299999818,20197.95479999855,50747.95749999955,20187.519600000232,50702.01060000062,20199.28970000148,50661.42740000039,20217.100099999458,50599.76830000058,20257.883600000292,50575.42130000144,20284.252199999988,50532.846200000495,20336.971599999815,50518.12110000104,20364.705600000918,50494.76610000059,20434.840799998492,50466.1521999985,20496.66319999844,50449.03130000085,20525.159299999475,50453.21049999818,20542.558800000697"
304;"86路";"1013.40413";"51495.7515";"20094.6927";"50759.023";"20197.9548";"A19";"综合商业南区站";"B15";"中心大街南站";"51495.751499999315,20094.692699998617,51500.54619999975,20076.48640000075,51429.059799999,20003.384199999273,51376.082800000906,19960.288600001484,51312.0373999998,19906.973999999464,51240.607400000095,19859.126200001687,51175.78810000047,19824.99980000034,51037.68519999832,19973.287999998778,50862.278200000525,20162.615499999374,50849.42529999837,20183.411600001156,50774.553199999034,20183.192099999636,50759.02299999818,20197.95479999855"
305;"86路";"510.802394526981";"50034.1362";"20440.2355";"49668.5296";"20089.6594";"A18";"南三路北站";"A34";"南三路南站";"50034.1361999996,20440.235500000417,50035.747900001705,20425.08449999988,49907.72890000045,20320.724700000137,49800.721799999475,20231.78069999814,49687.213300000876,20096.00239999965,49668.529599998146,20089.65940000117"
306;"86路";"292.545342967005";"51643.5642";"20347.149";"51495.7515";"20094.6927";"A20";"华工站";"A19";"综合商业南区站";"51643.564199998975,20347.14900000021,51658.648499999195,20331.7276000008,51621.77809999883,20255.532299999148,51567.25329999998,20164.898499999195,51522.0802000016,20100.740200001746,51495.751499999315,20094.692699998617"
307;"86路";"500.087233";"48996.8576";"20474.3129";"49012.1123";"20978.206";"B02";"中部枢纽站";"A06";"西五路站";"48996.857599999756,20474.31289999932,48984.70600000024,20486.419700000435,48981.14880000055,20510.57429999858,48980.570099998266,20561.185499999672,48989.24670000002,20613.379099998623,49001.46990000084,20736.957699999213,49017.73910000175,20866.79699999839,49017.833000000566,20905.238499999046,49012.57939999923,20942.821100000292,49005.85350000113,20959.187399998307,49012.273299999535,20978.132599998266,49012.112300001085,20978.20600000024"
308;"86路";"547.733344";"50453.2105";"20542.5588";"50034.1362";"20440.2355";"A13";"省中医大学城医院站";"A18";"南三路北站";"50453.21049999818,20542.558800000697,50437.816700000316,20542.93140000105,50418.074200000614,20570.767400000244,50378.00549999997,20612.803100001067,50324.72320000082,20659.390000000596,50175.082800000906,20539.16349999979,50051.21269999817,20437.675099998713,50034.1361999996,20440.235500000417"
310;"86路";"564.522994660759";"51771.1943";"20894.7033";"51643.5642";"20347.149";"A21";"华工生活区站";"A20";"华工站";"51771.194299999624,20894.703299999237,51781.927600000054,20871.036499999464,51753.76370000094,20788.22819999978,51743.459800001234,20727.319600000978,51736.98779999837,20672.260499998927,51733.797699999064,20624.549800001085,51727.12029999867,20562.9384999983,51712.1735999994,20495.58650000021,51691.53099999949,20420.979200001806,51668.99469999969,20358.38919999823,51643.564199998975,20347.14900000021"
311;"86路";"349.180499";"52016.3978";"21403.7541";"51786.9677";"21501.9434";"A29";"东三路站";"A25";"广中医广药站";"52016.39779999852,21403.754099998623,52013.80759999901,21393.906100001186,51880.87280000001,21342.939699999988,51873.19319999963,21376.339499998838,51863.3936999999,21396.17370000109,51847.79030000046,21420.97500000149,51822.680900000036,21447.939300000668,51782.13109999895,21480.21519999951,51786.96770000085,21501.94339999929"
312;"86路";"1456.266681";"51786.9677";"21501.9434";"51771.1943";"20894.7033";"A25";"广中医广药站";"A21";"华工生活区站";"51786.96770000085,21501.94339999929,51767.59470000118,21491.30759999901,51638.0159999989,21588.60080000013,51460.87810000032,21709.532299999148,51615.5159999989,21596.117899999022,51768.715300001204,21486.707899998873,51793.708299998194,21467.30799999833,51802.16220000014,21459.237500000745,51820.16649999842,21442.257199998945,51841.00389999896,21417.86340000108,51856.533300001174,21393.788600001484,51865.742600001395,21375.156700000167,51878.58630000055,21337.13089999929,51891.00409999862,21300.858800001442,51898.220600001514,21251.091699998826,51899.8125,21194.86670000106,51894.797200001776,21157.269900001585,51891.54690000042,21131.808499999344,51877.25450000167,21062.097399998456,51857.11080000177,21012.16369999945,51793.49549999833,20896.450100000948,51771.194299999624,20894.703299999237"
313;"大学城环线1";"273.801462575325";"49306.695";"20024.3861";"49116.1804";"20221.0251";"A32";"市国家档案馆南（大学城）";"A30";"西五路(中部枢纽)站";"49306.6950000003,20024.386100001633,49310.70300000161,20038.92419999838,49300.64699999988,20047.303100001067,49282.85579999909,20062.433699999005,49281.11969999969,20063.962200000882,49271.1660999991,20072.38030000031,49266.44200000167,20076.274900000542,49259.28730000183,20081.908500000834,49248.9112999998,20090.039299998432,49238.931099999696,20097.840300001204,49230.471200000495,20104.539599999785,49221.857200000435,20111.379200000316,49198.75329999998,20129.479699999094,49192.25180000067,20135.01909999922,49185.974599998444,20140.590300001204,49177.52910000086,20147.957699999213,49174.26850000024,20150.892499998212,49168.89539999887,20155.485100001097,49157.85929999873,20165.235700000077,49119.191700000316,20204.44000000134,49112.84099999815,20211.167599998415,49116.18039999902,20221.025100000203"
314;"大学城环线1";"677.690086671704";"48941.4645";"19533.3733";"49614.7499";"19479.0643";"A02";"广大公寓站";"B09";"广美生活区站";"48941.46449999884,19533.373300001025,48952.62269999832,19551.650299999863,48988.42060000077,19548.182500001043,49024.726700000465,19544.479400001466,49068.39979999885,19539.830600000918,49124.02450000122,19534.022300001234,49163.592099998146,19529.901399999857,49248.51619999856,19521.03770000115,49339.80160000175,19511.074400000274,49372.362500000745,19506.41369999945,49438.12339999899,19498.81269999966,49475.29949999973,19495.75829999894,49524.00310000032,19491.75800000131,49598.01850000024,19493.822399999946,49614.74989999831,19479.064300000668"
315;"大学城环线1";"495.140709778336";"49614.7499";"19479.0643";"50060.2886";"19687.8404";"B09";"广美生活区站";"B30";"中环西路站";"49614.74989999831,19479.064300000668,49622.48099999875,19499.811200000346,49654.67419999838,19507.5186999999,49701.33139999956,19518.690200001,49771.20699999854,19553.055599998683,49812.57030000165,19573.51339999959,49869.0271999985,19606.957600001246,49991.80990000069,19679.699700001627,50041.0362999998,19702.161400001496,50060.288600001484,19687.84039999917"
316;"大学城环线1";"512.997666";"48475.6783";"19701.1931";"48941.4645";"19533.3733";"A03";"广大生活区站";"A02";"广大公寓站";"48475.67830000073,19701.193100001663,48500.82979999855,19697.512299999595,48527.814599998295,19661.70850000158,48563.2659999989,19627.604899998754,48590.2714000009,19609.933499999344,48629.52470000088,19592.673200000077,48671.03700000048,19582.384100001305,48702.37150000036,19578.84039999917,48751.50459999964,19574.50019999966,48792.64970000088,19570.364700000733,48829.80270000175,19564.281599998474,48883.30739999935,19558.26339999959,48922.79100000113,19551.281899999827,48941.46449999884,19533.373300001025"
317;"大学城环线1";"843.085450085973";"50060.2886";"19687.8404";"50895.6107";"19718.7392";"B30";"中环西路站";"B29";"广工站";"50060.288600001484,19687.84039999917,50078.365100000054,19716.350299999118,50117.460000000894,19730.19619999826,50214.248700000346,19750.12049999833,50280.991099998355,19756.350099999458,50385.13850000128,19756.590500000864,50441.7351000011,19751.94069999829,50595.39149999991,19734.16310000047,50708.99500000104,19726.093600001186,50813.98719999939,19728.142499998212,50874.82310000062,19734.019999999553,50895.61070000008,19718.73919999972"
318;"大学城环线1";"720.569855";"50895.6107";"19718.7392";"51513.08";"20061.2196";"B29";"广工站";"B22";"综合商业南区站";"50895.61070000008,19718.73919999972,50908.18039999902,19739.215700000525,51047.11950000003,19773.54560000077,51154.4076000005,19816.46660000086,51210.664799999446,19841.897900000215,51281.62559999898,19886.200199998915,51349.443700000644,19935.6977000013,51405.368799999356,19982.1886,51440.99170000106,20014.048200000077,51489.82719999924,20064.413899999112,51513.07999999821,20061.219599999487"
319;"大学城环线1";"461.342938400241";"48608.8109";"20108.1057";"48475.6783";"19701.1931";"A04";"广大站";"A03";"广大生活区站";"48608.81089999899,20108.10570000112,48614.08920000121,20084.540199998766,48581.50840000063,20054.521899998188,48545.32070000097,20023.977499999106,48517.65170000121,19995.465900000185,48500.615499999374,19971.435600001365,48486.03319999948,19943.493099998683,48473.457800000906,19912.32600000128,48462.60869999975,19863.537399999797,48461.16180000082,19835.672499999404,48462.31410000101,19808.782299999148,48467.39189999923,19775.81480000168,48481.47150000185,19732.40019999817,48475.67830000073,19701.193100001663"
320;"大学城环线1";"296.907168901428";"49088.5502";"20225.7979";"49306.695";"20024.3861";"B31";"西五路(中部枢纽)站";"A32";"市国家档案馆南（大学城）";"49088.550200000405,20225.797899998724,49097.302799999714,20230.69399999827,49111.269900001585,20212.107299998403,49117.42920000106,20205.555199999362,49151.48110000044,20170.66800000146,49157.69269999862,20164.76419999823,49168.75039999932,20155.28519999981,49173.719099998474,20150.880600001663,49178.82119999826,20146.44319999963,49192.20540000126,20134.76630000025,49198.378600001335,20129.343299999833,49221.60810000077,20111.083599999547,49230.35000000149,20104.323199998587,49238.46229999885,20097.954999998212,49242.90450000018,20094.419399999082,49248.74570000172,20089.91250000149,49259.268599998206,20081.6446999982,49267.85579999909,20074.86719999835,49272.3553000018,20071.044900000095,49276.55150000006,20067.48959999904,49282.69519999996,20062.31230000034,49300.56129999831,20047.197599999607,49309.9710999988,20039.25290000066,49306.6950000003,20024.386100001633"
321;"大学城环线1";"669.943802";"49116.1804";"20221.0251";"48608.8109";"20108.1057";"A30";"西五路(中部枢纽)站";"A04";"广大站";"49116.18039999902,20221.025100000203,49106.74350000173,20219.185499999672,49078.65349999815,20256.704100001603,49070.913600001484,20268.394400000572,49042.87180000171,20312.594599999487,49032.69440000132,20332.316399998963,49019.644900001585,20357.856899999082,49018.588799998164,20359.887400001287,48980.76419999823,20350.693700000644,48939.3387000002,20336.19359999895,48890.257599998266,20310.61710000038,48825.3161999993,20267.944499999285,48760.84829999879,20215.664400000125,48695.02439999953,20158.940799999982,48635.272500000894,20103.73669999838,48608.81089999899,20108.10570000112"
322;"大学城环线1";"369.691468347728";"51513.08";"20061.2196";"51698.2873";"20380.1415";"B22";"综合商业南区站";"B21";"华工站";"51513.07999999821,20061.219599999487,51508.57620000094,20085.530999999493,51565.35610000044,20161.738099999726,51629.73310000077,20271.05090000108,51655.28869999945,20322.810499999672,51681.5978000015,20380.616000000387,51698.28730000183,20380.14149999991"
323;"大学城环线1";"524.134357749613";"51698.2873";"20380.1415";"51813.1569";"20890.3508";"B21";"华工站";"B20";"华工生活区站";"51698.28730000183,20380.14149999991,51689.16409999877,20401.603900000453,51701.66539999843,20453.265799999237,51727.12029999867,20562.9384999983,51732.54850000143,20618.089099999517,51739.99540000036,20665.09160000086,51743.017200000584,20723.758600000292,51755.81190000102,20795.458299998194,51779.69200000167,20865.979200001806,51813.15689999983,20890.35080000013"
324;"大学城环线1";"590.492854";"49374.483";"20566.8268";"49088.5502";"20225.7979";"B08";"华师站";"B31";"西五路(中部枢纽)站";"49374.482999999076,20566.826799999923,49373.5896999985,20537.664000000805,49343.88549999893,20508.12200000137,49305.97320000082,20477.083399999887,49271.7659999989,20452.474100001156,49223.16279999912,20425.517499998212,49168.27360000089,20401.495600000024,49108.45639999956,20381.610500000417,49070.175799999386,20371.761700000614,49018.550999999046,20359.860599998385,49019.086199998856,20358.836599998176,49019.57820000127,20357.85889999941,49042.38870000094,20312.390299998224,49052.5298999995,20296.60000000149,49076.07669999823,20259.63109999895,49080.39689999819,20253.19260000065,49088.69819999859,20241.92610000074,49094.349399998784,20234.378699999303,49088.550200000405,20225.797899998724"
325;"大学城环线1";"665.842191610723";"51813.1569";"20890.3508";"51786.9677";"21501.9434";"B20";"华工生活区站";"A25";"广中医广药站";"51813.15689999983,20890.35080000013,51805.54520000145,20920.542599998415,51857.11080000177,21012.16369999945,51882.558100000024,21083.958399999887,51894.46999999881,21154.797200001776,51900.91149999946,21216.474399998784,51899.283100001514,21265.571100000292,51885.89999999851,21324.789099998772,51872.23840000108,21369.510499998927,51849.278999999166,21410.95120000094,51817.97839999944,21447.331900000572,51787.729699999094,21475.326999999583,51786.96770000085,21501.94339999929"
326;"大学城环线1";"724.755273772546";"49470.1268";"21251.9715";"49374.483";"20566.8268";"B07";"星海学院站";"B08";"华师站";"49470.12680000067,21251.971500001848,49486.683100000024,21219.94570000097,49485.45710000023,21162.194499999285,49489.544700000435,21114.915600001812,49497.60599999875,21059.66569999978,49512.773899998516,20977.338700000197,49517.31269999966,20943.716400001198,49518.09760000184,20884.072000000626,49513.84259999916,20827.103100001812,49505.775600001216,20784.537099998444,49492.92000000179,20740.09279999882,49476.92920000106,20699.176600001752,49465.169700000435,20672.78220000118,49451.631999999285,20648.302900001407,49420.32030000165,20596.19830000028,49397.41829999909,20565.483600001782,49374.482999999076,20566.826799999923"
327;"大学城环线1";"767.918125439846";"51786.9677";"21501.9434";"51210.9848";"22001.9019";"A25";"广中医广药站";"B27";"广外站";"51786.96770000085,21501.94339999929,51760.044100001454,21496.698800001293,51724.44610000029,21521.857500001788,51532.159699998796,21658.05469999835,51443.031100001186,21723.17980000004,51359.0709999986,21789.957899998873,51318.62480000034,21834.954100001603,51270.60220000148,21899.823600001633,51212.415199998766,21970.726599998772,51210.984799999744,22001.90190000087"
328;"大学城环线1";"707.430724";"49881.9355";"21804.3336";"49470.1268";"21251.9715";"B18";"综合商业北区站";"B07";"星海学院站";"49881.93549999967,21804.333599999547,49876.404399998486,21776.71719999984,49774.652600001544,21680.017900001258,49697.83940000087,21606.967500001192,49644.76619999856,21553.922200001776,49594.91600000113,21501.64900000021,49569.55920000002,21468.716200001538,49536.01240000129,21408.890000000596,49509.382199998945,21351.80620000139,49496.59120000154,21309.934099998325,49490.80640000105,21267.477499999106,49470.12680000067,21251.971500001848"
329;"大学城环线1";"632.115625387841";"51210.9848";"22001.9019";"50689.9801";"22336.0054";"B27";"广外站";"B26";"中环东路站";"51210.984799999744,22001.90190000087,51180.69359999895,22012.799899999052,51093.476900000125,22120.534299999475,51049.45879999921,22169.088199999183,51019.07800000161,22194.488299999386,50969.346599999815,22229.406199999154,50902.186000000685,22264.95699999854,50859.98490000144,22282.634799998254,50795.62559999898,22303.794799998403,50738.87170000002,22313.989100001752,50689.980099998415,22336.005399998277"
330;"大学城环线1";"480.848987662339";"50226.9943";"22139.2219";"49881.9355";"21804.3336";"B25";"中大站";"B18";"综合商业北区站";"50226.99430000037,22139.22190000117,50214.734700001776,22101.973999999464,50012.73699999973,21909.382300000638,49906.55620000139,21806.678700000048,49881.93549999967,21804.333599999547"
331;"大学城环线1";"509.511434744672";"50689.9801";"22336.0054";"50226.9943";"22139.2219";"B26";"中环东路站";"B25";"中大站";"50689.980099998415,22336.005399998277,50647.769900001585,22317.22069999948,50607.73580000177,22314.67969999835,50548.41250000149,22304.74549999833,50489.89950000122,22287.904800001532,50450.207400001585,22274.270700000226,50396.46200000122,22248.961100000888,50364.47190000117,22230.66059999913,50322.03950000182,22200.660300001502,50270.93629999831,22156.489900000393,50226.99430000037,22139.22190000117"
332;"801路";"2656.289008";"47783.3069";"19861.9722";"49060.6462";"19560.9055";"C04";"大学城(科学中心)总站";"B05";"广大公寓站";"47783.30689999834,19861.972199998796,47804.10339999944,19863.416799999774,47824.59459999949,19861.641199998558,47840.21090000123,19859.32079999894,47847.295499999076,19855.39090000093,47849.74500000104,19852.23640000075,47851.25160000101,19838.533500000834,47854.05169999972,19802.167300000787,47854.39950000122,19769.482999999076,47859.97320000082,19704.65720000118,47863.83769999817,19640.35319999978,47869.664599999785,19572.629799999297,47873.523299999535,19510.435600001365,47878.89779999852,19431.376600001007,47884.01410000026,19357.061599999666,47888.938999999315,19266.403599999845,47889.216699998826,19255.862100001425,47889.7248999998,19249.537399999797,47899.96719999984,19249.835499998182,47935.81960000098,19249.164999999106,48023.59059999883,19257.36719999835,48134.53069999814,19265.120999999344,48249.86050000042,19272.88850000128,48344.70699999854,19280.32449999824,48465.4048999995,19287.32019999996,48557.33749999851,19290.264600001276,48683.42489999905,19290.161100000143,48821.727499999106,19282.982299998403,48924.18360000104,19274.62750000134,49057.38599999994,19261.1053000018,49199.15450000018,19238.122800000012,49280.403799999505,19226.53519999981,49301.629200000316,19223.9701000005,49306.26639999822,19222.931099999696,49307.22679999843,19227.67880000174,49318.963399998844,19370.055199999362,49318.42639999837,19385.34160000086,49314.89070000127,19499.200599998236,49313.87429999933,19511.848999999464,49313.61769999936,19515.80189999938,49307.517200000584,19517.099599998444,49193.586399998516,19529.10599999875,49065.0177000016,19542.64400000125,49060.64620000124,19560.90549999848"
333;"801路";"574.739471167264";"49060.6462";"19560.9055";"48518.3415";"19706.2617";"B05";"广大公寓站";"B04";"广大生活区站";"49060.64620000124,19560.90549999848,49050.13500000164,19544.4384999983,48961.82299999893,19553.104699999094,48872.777600001544,19562.294599998742,48818.37510000169,19567.6473999992,48808.123500000685,19570.248300001025,48699.07380000129,19581.21660000086,48670.529599998146,19584.28339999914,48650.0326000005,19587.90450000018,48631.479200001806,19593.64130000025,48616.33889999986,19599.653400000185,48594.117400001734,19608.540600001812,48569.92410000041,19623.747800000012,48561.365699999034,19630.835499998182,48536.6576000005,19654.740299999714,48521.727499999106,19671.295899998397,48506.7862999998,19691.278799999505,48518.341499999166,19706.261700000614"
334;"801路";"428.355534294763";"48518.3415";"19706.2617";"48629.7326";"20072.4899";"B04";"广大生活区站";"B03";"广大站";"48518.341499999166,19706.261700000614,48496.737300001085,19707.061000000685,48485.45749999955,19726.001699998975,48476.112300001085,19750.22089999914,48470.6959999986,19766.018599998206,48465.47879999876,19795.78750000149,48462.715300001204,19821.083599999547,48462.62810000032,19848.233199998736,48464.04349999875,19863.26300000027,48472.200599998236,19905.201900001615,48482.35649999976,19932.387200001627,48492.76979999989,19955.091299999505,48518.74610000104,19992.346599999815,48544.25979999825,20021.428199999034,48570.534099999815,20041.550200000405,48609.44990000129,20074.10339999944,48617.96440000087,20080.722399998456,48629.732599999756,20072.489900000393"
335;"801路";"919.253415665337";"48629.7326";"20072.4899";"49399.8138";"20537.9693";"B03";"广大站";"A09";"华师站";"48629.732599999756,20072.489900000393,48629.64059999958,20090.251200001687,48633.75259999931,20100.808100000024,48684.82250000164,20146.055799998343,48755.099599998444,20209.556499999017,48791.10119999945,20238.41010000184,48857.52279999852,20287.399900000542,48932.01029999927,20331.144900001585,48982.92240000144,20349.50549999997,49028.006799999624,20359.937800001353,49102.82090000063,20377.58669999987,49155.20100000128,20394.633999999613,49218.76929999888,20420.94399999827,49277.19830000028,20452.773699998856,49318.31720000133,20482.963300000876,49368.168900001794,20527.416999999434,49383.47430000082,20545.92080000043,49399.813799999654,20537.96930000186"
336;"801路";"725.822574992831";"49399.8138";"20537.9693";"49507.7579";"21238.0575";"A09";"华师站";"A10";"星海学院站";"49399.813799999654,20537.96930000186,49395.3825000003,20558.87730000168,49412.38019999862,20582.13280000165,49442.237900000066,20625.46499999985,49458.72309999913,20656.098400000483,49473.46440000087,20683.036800000817,49501.73079999909,20751.460400000215,49520.55290000141,20844.31540000066,49523.45309999958,20913.07550000027,49520.56720000133,20961.14880000055,49509.44379999861,21022.693100001663,49496.67410000041,21100.89149999991,49492.7071999982,21121.123799998313,49489.474199999124,21155.700199998915,49491.67700000107,21198.73070000112,49491.5821999982,21228.254799999297,49507.75789999962,21238.057500001043"
